Title,Text,Time,Url
СПБ Биржа запустила торги 85 российскими акциями,"Investing.com — СПБ Биржа с 9 сентября запустила торги 85 бумагами российских эмитентов, включив их в некотировальную часть списка ценных бумаг. Об этом сообщается на сайте торговой площадки.СПБ Биржа с 9 сентября запустила торги 85 бумагами российских эмитентов, включив их в некотировальную часть списка ценных бумаг. Об этом сообщается на сайте торговой площадки. 
Среди допущенных к торгам бумаг акции «Абрау-Дюрсо», банка «Авангард», «СмартТехГрупп» (CarMoney), Globaltruck, «Славнефть-ЯНОС», «Россетей Ленэнерго», «Мосгорломбарда», РБК, Росбанка, «Таттелекома», банка «Уралсиб» и других.
До этого на бирже торговались около 60 бумаг российских эмитентов. Торги иностранными активами были остановлены после того, как СПБ Биржа подпала под блокирующие санкции США 2 ноября 2023 года.
С 8 августа СПБ Биржа проводит утренние торги акциями десяти российских компаний. Среди них обыкновенные акции АФК «Система» (MCX:AFKS), «Газпрома» (MCX:GAZP), ЛУКОЙЛа (MCX:LKOH), НОВАТЭКа (MCX:NVTK), «Полюса» (MCX:PLZL), Сбербанка (MCX:SBER), самой СПБ Биржи, «Татнефти», «Элемента», а также привилегированные акции «Сургутнефтегаза» (MCX:SNGS). Дополнительная сессия идет с 07:00 по 10:00 мск, она доступна для всех участников торгов.AFKS ), «Газпрома» (MCX: GAZP ), ЛУКОЙЛа (MCX: LKOH ), НОВАТЭКа (MCX: NVTK ), «Полюса» (MCX: PLZL ), Сбербанка (MCX: SBER ), самой СПБ Биржи, «Татнефти», «Элемента», а также привилегированные акции «Сургутнефтегаза» (MCX: SNGS ). Дополнительная сессия идет с 07:00 по 10:00 мск, она доступна для всех участников торгов.","09.09.2024, 13:20",https://ru.investing.com/news/stock-market-news/article-2500779
