Title,Text,Time,Url
Руководство «Делимобиля» предложило выплатить первые в истории дивиденды,"© Reuters
Investing.com — Руководство «Делимобиля» рекомендовало совету директоров рассмотреть вопрос о выплате дивидендов уже за первое полугодие 2024 года. Об этом сообщается в пресс-релизе, посвященном финансовым результатам компании.«Делимобиля» рекомендовало совету директоров рассмотреть вопрос о выплате дивидендов уже за первое полугодие 2024 года. Об этом сообщается в , посвященном финансовым результатам компании. 
Ранее российский сервис краткосрочной аренды автомобилей не выплачивал дивиденды держателям своих акций, пишет РБК.РБК. 
«Продолжающийся высокий рост спроса на наши услуги, опережающий прогнозы, и работающая бизнес-модель дают менеджменту основания рекомендовать совету директоров выплатить первые в истории компании дивиденды уже по итогам первого полугодия 2024 года», — отметила генеральный директор «Делимобиля» Елена Бехтина.
«Продолжающийся высокий рост спроса на наши услуги, опережающий прогнозы, и работающая бизнес-модель дают менеджменту основания рекомендовать совету директоров выплатить первые в истории компании дивиденды уже по итогам первого полугодия 2024 года», — отметила генеральный директор «Делимобиля» Елена Бехтина.","19.08.2024, 12:56",https://ru.investing.com/news/stock-market-news/article-2484915
