Title,Text,Time,Url,Value
Совет директоров «Инарктики» рекомендовал дивиденды за четвертый квартал 2023 года,"© Reuters.
Investing.com — Совет директоров производителя лосося «Инарктика» рекомендовал выплатить дивиденды по итогам четвертого квартала 2023 года в размере 10 рублей на акцию, говорится в сообщении компании.«Инарктика» рекомендовал выплатить дивиденды по итогам четвертого квартала 2023 года в размере 10 рублей на акцию, говорится в компании. 
На выплаты «Инарктика» направит 879 млн рублей. Датой, на которую будут определены имеющие право на получение дивидендов акционеры, предложено установить 8 июля. В этом случае последним днем приобретения акций «Инарктики» под дивиденды станет 5 июля. Окончательное решение по дивидендам примут акционеры «Инарктики» на годовом общем собрании 27 июня.
Акции «Инарктики» на Мосбирже по итогам торгов 19 апреля стоили 915 рублей. Текущая дивидендная доходность бумаг — около 1,09%.
По итогам трех других кварталов 2023 года «Инарктика» уже выплатила дивиденды, направив на них в общей сложности 3,95 млрд рублей. С учетом рекомендованной выплаты, дивиденды компании за 2023 год могут составить 4,83 млрд рублей или 55 рублей на одну акцию.
От редакции
Если вы ищете платформу, которая позволит вам с легкостью анализировать рыночные инструменты и отбирать именно те, которые подходят для вашего портфеля и вашего стиля инвестирования, как это делают наши авторы, предлагаем вам воспользоваться InvestingPro.. 
А мы дарим вам купон на дополнительную скидку 10% на годовую подписку: RUTRADERS4EVER.
Не забудьте ввести купон в специальное поле при оформлении и оплате подписки!! 
Читайте нас в Telegram и «ВКонтакте».и",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2403803,0.42509193979505855
Акции «Инарктики» упали на усилении запрета США на ввоз российской рыбы,"© Reuters.
Investing.com — Котировки крупнейшего производителя лосося в России — компании «Инарктика» — ушли в минус после того, как стало известно, что власти США ужесточили ограничения на импорт российских лосося, трески, минтая и краба, пишет РБК.«Инарктика» — ушли в минус после того, как стало известно, что власти США ужесточили ограничения на импорт российских лосося, трески, минтая и краба, РБК. 
В пятницу, 22 декабря, США запретили своим компаниям импорт лосося, минтая, трески и краба, а также продуктов из них, которые были полностью или частично произведены в России или выловлены в водах российской юрисдикции, следует из сообщения, опубликованного управлением по контролю за иностранными активами Минюста США.
Запрет распространяется также на эти рыбу и морепродукты, выловленные российскими судами. Ограничения действует «независимо от того, были ли такие рыба, морепродукты и их заготовки переработаны или существенно преобразованы в другой продукт за пределами Российской Федерации».
Минфин США ужесточил введенный ранее запрет на импорт российских лосося, трески, минтая и краба. В марте 2022 года США уже запретили своим компаниям импорт морепродуктов, а также водки и бриллиантов из России.
От редакции
Если вы ищете платформу, которая позволит вам с легкостью анализировать рыночные инструменты и отбирать именно те, которые подходят для вашего портфеля и вашего стиля инвестирования, как это делают наши авторы, предлагаем вам воспользоваться InvestingPro.. 
А мы дарим вам купон на дополнительную скидку 37% на двухгодовую подписку: RUTRADERS4EVER.
Не забудьте ввести купон в специальное поле при оформлении и оплате подписки!! 
Читайте нас в Telegram и «ВКонтакте».и",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2341113,0.5342125503918537
Производитель лосося «Инарктика» привлек 3 млрд рублей в ходе SPO,"© Reuters.
Investing.com — Производитель лосося «Инарктика» в ходе вторичного размещения своих акций на Мосбирже привлек 3 млрд рублей, говорится в сообщении компании.«Инарктика» в ходе вторичного размещения своих акций на Мосбирже привлек 3 млрд рублей, говорится в сообщении компании. 
Объем поданных заявок на покупку акций в рамках SPO превысил размер предложения в 3,3 млн акций, сообщает «Инарктика». В структуру акционерного капитала привлечены более 13 000 инвесторов, доля бумаг компании в свободном обращении выросла до 17,8%. Привлеченные в ходе SPO деньги будут направлены на реализацию стратегии роста, отметила «Инарктика».
О проведении SPO «Инарктика» объявила 23 ноября. 3,3 млн акций, предложенные ей к приобретению, — это около 4% от капитала. Компания решила провести SPO по нижней границе ценового диапазона — 900 рублей за акцию.
29 ноября акционеры «Инарктики» утвердили размер дивидендов по итогам девяти месяцев в размере 19 рублей за одну акцию. На их выплату компания направит 1,67 млрд рублей, акционеры получат их в декабре—январе.
Читайте нас в Telegram и «ВКонтакте».и",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2329022,0.4880020810957163
Акционеры «Инарктики» одобрили выплату дивидендов за девять месяцев,"© Reuters.
Investing.com — Акционеры «Инарктики», одного из крупных производителей аквакультурного лосося и форели, утвердили дивиденды по итогам девяти месяцев 2023 года. Они составят 19 руб. на акцию, следует из данных портала раскрытия корпоративной информации. На их выплату направят 1,67 млрд руб. Датой, на которую определяются лица, имеющие право на получение дивидендов, установлено 9 декабря.«Инарктики» , одного из крупных производителей аквакультурного лосося и форели, утвердили дивиденды по итогам девяти месяцев 2023 года. Они составят 19 руб. на акцию, из данных портала раскрытия корпоративной информации. На их выплату направят 1,67 млрд руб. Датой, на которую определяются лица, имеющие право на получение дивидендов, установлено 9 декабря. 
По итогам 2022 года компания не выплачивала дивиденды. По итогам первого квартала первого квартала 2023 года акционеры «Инарктики» одобрили дивиденды в размере 10 руб. на акцию, за первое полугодие — 16 руб. на акцию.
23 ноября «Инарктика» объявила о начале вторичного размещения обыкновенных акций на Мосбирже. Сегодня, 29 ноября, компания сообщила, что скорректировала параметры SPO. Он пройдет по нижней границе первоначального ценового диапазона — на уровне 900 руб. за акцию.
Читайте нас в Telegram и «ВКонтакте».и",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2328446,0.2941289771014258
Акции «Инарктики» дорожают после новости о байбэке,"© Reuters.
Investing.com — Котировки компании «Инарктика» выросли на 7,1% и на максимуме составили 653,5 руб. за акцию, свидетельствуют данные торгов на Московской бирже. К 11:47 МСК рост замедлился до 4,9%, цена одной акции составила 640 руб.«Инарктика» выросли на 7,1% и на максимуме составили 653,5 руб. за акцию, свидетельствуют данные торгов на Московской бирже. К 11:47 МСК рост замедлился до 4,9%, цена одной акции составила 640 руб. 
Рост котировок начался после того, как компания объявила о запуске программы обратного выкупа акций на сумму до 1 млрд руб., пишет РБК. Согласно сообщению, выложенному на сайте раскрытия корпоративной информации, байбэк будет проводиться, пока не израсходуется сумма, выделенная на его осуществление. Выкуп проведет дочерняя компания ООО «Инарктика СЗ».РБК. Согласно сообщению, выложенному на сайте раскрытия корпоративной информации, байбэк будет проводиться, пока не израсходуется сумма, выделенная на его осуществление. Выкуп проведет дочерняя компания ООО «Инарктика СЗ». 
Выкупленные акции будут использоваться для общих корпоративных целей, включая программу мотивации менеджмента. Ранее действовавшая программа завершена, приобретенные акции частично находятся на балансе компании, а также частично были использованы для мотивации менеджмента и продажи крупными пакетами заинтересованным инвесторам, пояснили в компании.
Выкуп на 1 млрд руб. по текущим ценам предполагает покупку около 1557,6 тыс. бумаг, или 1,8% от акционерного капитала, подсчитали аналитики «БКС Мир инвестиций». По данным Мосбиржи, free-float акций составляет 14%.
Читайте нас в Telegram и «ВКонтакте».и 
Текст подготовил Тимур Алиев",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2267994,0.4079350771537079
Топ-10 акций на рынке РФ по версии брокера ВТБ,,2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2353723,0.007642505308620096
Акции «Белуга Групп» выросли на фоне решения по дивидендам,"© Reuters.
Investing.com — Котировки алкогольной компании «Белуга Групп» в моменте выросли на 2,88%, до 5847 руб. К 14:30 МСК рост замедлился до 1,57%, цена одной акции составила 5772 руб., свидетельствуют данные торгов на Московской бирже.«Белуга Групп» в моменте выросли на 2,88%, до 5847 руб. К 14:30 МСК рост замедлился до 1,57%, цена одной акции составила 5772 руб., свидетельствуют данные торгов на Московской бирже. 
Интерес к бумагам вырос на фоне рекомендации совета директоров компании выплатить промежуточные дивиденды в размере 320 руб. на акцию. По текущим ценам это дает дивидендную доходность в 5,54%, пишет РБК.РБК. 
Акционеры должны проголосовать по вопросу дивидендов на собрании 18 сентября. Реестр акционеров, которые будут иметь право на получение дивидендов в случае их утверждения, закроется 29 сентября. Это значит, что последний день для покупки бумаг «Белуга Групп» под дивиденды — это 28 сентября.
В общей сложности совет директоров компании предложил направить на дивиденды 3,65 млрд руб. (без учета выплаты дивидендов по казначейским акциям). Это соответствует 120% чистой прибыли «Белуга Групп» по МСФО за первую половину 2023 года.
«Данный размер дивидендных выплат учитывает сезонность бизнеса компании и способствует более равномерному распределению прибыли среди акционеров в течение года», — говорится в сообщении на сайте ретейлера.
«Данный размер дивидендных выплат учитывает сезонность бизнеса компании и способствует более равномерному распределению прибыли среди акционеров в течение года», — говорится в сообщении на сайте ретейлера.
Размер рекомендованных дивидендов в пересчете на одну акцию на 113% превышает уровень выплат за первую половину прошлого года. Тогда «Белуга Групп» направила на дивиденды по 150 руб. на акцию.
Читайте нас в Telegram и «ВКонтакте».и 
Текст подготовил Тимур Алиев",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2284424,0.31712088294040586
Euroclear возобновил расчеты по бумагам ряда компаний РФ,"© Reuters
Investing.com — Международный депозитарий Euroclear возобновил расчеты по локальным акциям ряда не попавших под санкции российских компаний, а также по евробондам и расширил список торгуемых ОФЗ, пишет РБК.РБК. 
В перечень входят такие эмитенты, как Газпром, «Газпром нефть», ЛУКОЙЛ, «Норникель», «Мечел», Московская Биржа, «Интер РАО», «Магнит», «Аэрофлот», АФК «Система», «Сегежа», МТС, «М.Видео», «Детский мир», «Белуга» и многие другие ценные бумаги с идентификационным кодом RU ISIN. Речь идет о расчетах во внешнем периметре.Газпром , «Газпром нефть» , ЛУКОЙЛ , «Норникель» , «Мечел» , Московская Биржа , «Интер РАО» , «Магнит» , «Аэрофлот» , АФК «Система» , «Сегежа» , МТС , «М.Видео» , «Детский мир» , «Белуга» и многие другие ценные бумаги с идентификационным кодом RU ISIN. Речь идет о расчетах во внешнем периметре. 
Всего в письме депозитария Euroclear перечислены 137 российских локальных бумаг, которые стали доступны для расчетов в Euroclear Bank по состоянию на 26 июня 2023 года. Подлинность письма подтвердили два источника на финансовом рынке.
В сообщении европейского депозитария подчеркивается, что Euroclear возобновил свободные расчеты по тем российским бумагам, по которым не требуется сверка, связанная с законами о принудительном переводе, и активы которых не подлежат замораживанию в связи с международными санкциями.
Также Euroclear отмечает, что список ценных бумаг, по которым могут быть возобновлены расчеты, после проверок будет расширяться.
«Euroclear Bank продолжит оценивать и проверять список приостановленных ценных бумаг и может возобновить расчеты по дополнительным ценным бумагам, соответствующим стандартным операционным проверкам», — говорится в сообщении депозитария.
«Euroclear Bank продолжит оценивать и проверять список приостановленных ценных бумаг и может возобновить расчеты по дополнительным ценным бумагам, соответствующим стандартным операционным проверкам», — говорится в сообщении депозитария.
Читайте нас в Telegram и «ВКонтакте».и 
Текст подготовил Тимур Алиев",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2268728,0.3341831573877385
На Мосбирже с 29 июня появятся 4 новые российские акции,"© Reuters.
Investing.com — Московская биржа с 29 июня запустит торги поставочными фьючерсами на акции еще четырех российских компаний, сообщается на сайте площадки. В их число вошли:на сайте площадки. В их число вошли: 
Минимальный шаг цены для всех фьючерсов составляет 1 руб. К торгам будут допущены контракты с исполнением в сентябре и декабре 2023 года, а также в марте и июне 2024 года. Поставка по контрактам производится автоматически: на торгах Московской биржи заключаются сделки с расчетами на второй день.
«Новые контракты на ценные бумаги, обращающиеся на рынке акций Московской биржи, предоставят дополнительные возможности для реализации различных торговых стратегий и хеджирования портфелей ценных бумаг широкому кругу частных и институциональных инвесторов», — сказано в пресс-релизе.
«Новые контракты на ценные бумаги, обращающиеся на рынке акций Московской биржи, предоставят дополнительные возможности для реализации различных торговых стратегий и хеджирования портфелей ценных бумаг широкому кругу частных и институциональных инвесторов», — сказано в пресс-релизе.
После запуска новых инструментов инвесторам будет доступно 44 контракта на акции российских компаний.
Читайте нас в Telegram и «ВКонтакте».и 
Текст подготовил Тимур Алиев",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2267013,0.6584149069252407
Акции «Белуга Групп» взлетели на 9% после решения по дивидендам,"© Reuters.
Investing.com — Котировки алкогольной компании «Белуга Групп» на открытии торгов взлетели на 9,01%, до 3690 руб. По состоянию на 11:45 МСК рост замедлился до 5,5%, цена одной акции составила 3573 руб., свидетельствуют данные торгов на Московской бирже.«Белуга Групп» на открытии торгов взлетели на 9,01%, до 3690 руб. По состоянию на 11:45 МСК рост замедлился до 5,5%, цена одной акции составила 3573 руб., свидетельствуют данные торгов на Московской бирже . 
Спрос на бумаги усилился после того, как совет директоров компании рекомендовал выплатить дивиденды в размере 400 руб. на одну обыкновенную акцию. По текущим ценам дивидендная доходность составляет 11%, пишет РБК.РБК. 
Датой закрытия реестра акционеров, которые будут иметь право на получение дивидендов, совет директоров предложил установить 26 апреля. Решение по вопросу выплат акционеры примут 15 апреля.
Следите за нашими новостями в социальных сетях: Telegram, «ВКонтакте» и «Одноклассниках».
Текст подготовил Тимур Алиев",2024-11-12 13:00,https://ru.investing.com/news/stock-market-news/article-2238587,0.7144715945172555
